,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
19,19,addr_state:IL_CT,0.2722203737135905,8.892127957941761e-21,addr_state,23.181529679327337,23.0,-0.18152967932733688,23.0
20,20,addr_state:KS_SC_CO_VT_AK_MS,0.33356003873554857,2.391247313829237e-27,addr_state,28.405044899105057,28.0,-0.40504489910505725,28.0
21,21,addr_state:WV_NH_WY_DC_ME_ID,0.5042781424329522,1.0060196925773668e-21,addr_state,42.94292365399807,43.0,0.0570763460019279,43.0
22,22,verification_status:Not Verified,0.07996645130372515,4.23612685361666e-08,verification_status,6.809720517826332,7.0,0.1902794821736684,7.0
23,23,verification_status:Source Verified,-0.013312163926900485,0.32180914248029735,verification_status,-1.1336268441545667,-1.0,0.13362684415456672,-1.0
24,24,purpose:credit_card,0.28317485293496575,1.6039887809675378e-23,purpose,24.11438265328976,24.0,-0.11438265328975916,24.0
25,25,purpose:debt_consolidation,0.1779897062114631,8.591434554464978e-12,purpose,15.157108194616342,15.0,-0.15710819461634173,15.0
26,26,purpose:oth__med__vacation,0.18859922103737722,1.3613783747555237e-09,purpose,16.060584960389047,16.0,-0.06058496038904693,16.0
27,27,purpose:major_purch__car__home_impr,0.2419009724836567,9.63272587852701e-15,purpose,20.59961382239508,21.0,0.40038617760491846,21.0
28,28,initial_list_status:w,0.049488320056401205,0.00014993960781735044,initial_list_status,4.214287654216973,4.0,-0.2142876542169727,4.0
29,29,term:36,0.08011265541605309,9.953977461513326e-09,term,6.822170853276741,7.0,0.17782914672325933,7.0
30,30,emp_length:1,0.1088902087668347,2.6832191780688332e-05,emp_length,9.27278723440569,9.0,-0.2727872344056905,9.0
31,31,emp_length:2-4,0.13324450304021432,1.5511708086627033e-12,emp_length,11.346731178481747,11.0,-0.34673117848174684,11.0
32,32,emp_length:5-6,0.10004840486036548,2.8648074147789413e-06,emp_length,8.519843812572544,9.0,0.4801561874274558,9.0
33,33,emp_length:7-9,0.067364060491877,0.0011730505542401836,emp_length,5.736535977485093,6.0,0.2634640225149072,6.0
34,34,emp_length:10,0.13090933771106544,1.083167587453023e-12,emp_length,11.147874995730506,11.0,-0.1478749957305059,11.0
35,35,mths_since_issue_d:<38,1.1318867443259204,6.57377292099387e-203,mths_since_issue_d,96.38832611711514,96.0,-0.38832611711514176,96.0
36,36,mths_since_issue_d:38-39,0.9422878357829746,1.011708023751442e-176,mths_since_issue_d,80.24261054998917,80.0,-0.2426105499891662,80.0
37,37,mths_since_issue_d:40-41,0.8424881663362586,1.6526334587390695e-149,mths_since_issue_d,71.74394835323456,72.0,0.25605164676544234,72.0
38,38,mths_since_issue_d:42-48,0.6504592993508402,2.9134626104428608e-115,mths_since_issue_d,55.39130428555126,55.0,-0.3913042855512572,55.0
39,39,mths_since_issue_d:49-52,0.4874469053160209,2.206787408861405e-57,mths_since_issue_d,41.50962232741754,42.0,0.49037767258246134,42.0
40,40,mths_since_issue_d:53-64,0.24246352517487027,2.5189324787148688e-17,mths_since_issue_d,20.647519244497225,21.0,0.3524807555027749,21.0
41,41,mths_since_issue_d:65-84,-0.008090541259146412,0.7781026396312751,mths_since_issue_d,-0.6889679848799705,-1.0,-0.31103201512002954,-1.0
42,42,int_rate:<9.548,0.966630916607374,2.8095356682344964e-37,int_rate,82.31559958794708,82.0,-0.31559958794707654,82.0
43,43,int_rate:9.548-12.025,0.628123119223852,2.4690208482559092e-45,int_rate,53.48921732757303,53.0,-0.48921732757303005,53.0
44,44,int_rate:12.025-15.74,0.3629625413687012,3.1167721302028635e-23,int_rate,30.90888022244515,31.0,0.09111977755485157,31.0
45,45,int_rate:15.74-20.281,0.15002984739670602,2.1244214815243229e-07,int_rate,12.776124405261802,13.0,0.22387559473819785,13.0
46,46,mths_since_earliest_cr_line:141-164,0.06983775729662037,0.005264948556628186,mths_since_earliest_cr_line,5.947189115288616,6.0,0.052810884711384176,6.0
47,47,mths_since_earliest_cr_line:165-247,0.049295892125292805,0.015133710731685889,mths_since_earliest_cr_line,4.1979010269588155,4.0,-0.1979010269588155,4.0
48,48,mths_since_earliest_cr_line:248-270,0.09716412246768413,0.00023693295902075097,mths_since_earliest_cr_line,8.274226348393134,8.0,-0.27422634839313353,8.0
49,49,mths_since_earliest_cr_line:271-352,0.13728885763782486,6.328240537444154e-09,mths_since_earliest_cr_line,11.69113716418829,12.0,0.30886283581170915,12.0
50,50,mths_since_earliest_cr_line:>352,0.1349926419395811,3.646610057028067e-07,mths_since_earliest_cr_line,11.4955978236429,11.0,-0.4955978236428997,11.0
51,51,inq_last_6mths:0,0.26701224182486255,0.004665015137345455,inq_last_6mths,22.738019657261823,23.0,0.26198034273817683,23.0
52,52,inq_last_6mths:1-2,0.1225906997007713,0.19348350124201563,inq_last_6mths,10.439482926112289,10.0,-0.439482926112289,10.0
53,53,inq_last_6mths:3-6,-0.08454555907376395,0.3721218203017349,inq_last_6mths,-7.199664595956488,-7.0,0.199664595956488,-7.0
54,54,acc_now_delinq:>=1,0.1471831955541704,0.16323028272428663,acc_now_delinq,12.533711454040594,13.0,0.46628854595940616,13.0
55,55,annual_inc:20K-30K,-0.1805062656641819,1.896253041011267e-05,annual_inc,-15.371411396272993,-15.0,0.37141139627299324,-15.0
56,56,annual_inc:30K-40K,-0.11606581936134568,0.004204284210262346,annual_inc,-9.883842269320029,-10.0,-0.11615773067997104,-10.0
57,57,annual_inc:40K-50K,-0.021013396360405275,0.603478135205038,annual_inc,-1.7894423725415838,-2.0,-0.21055762745841622,-2.0
58,58,annual_inc:50K-60K,0.04407338746562424,0.2817461420085604,annual_inc,3.753167059706576,4.0,0.24683294029342395,4.0
59,59,annual_inc:60K-70K,0.12271689686405077,0.0033728150292859104,annual_inc,10.450229525443198,10.0,-0.4502295254431985,10.0
60,60,annual_inc:70K-80K,0.1941021606391544,5.4302756921028525e-06,annual_inc,16.529199987111326,17.0,0.4708000128886738,17.0
61,61,annual_inc:80K-90K,0.2705185120286585,1.138571849626563e-09,annual_inc,23.036603872999304,23.0,-0.03660387299930434,23.0
62,62,annual_inc:90K-100K,0.2812630010091896,9.36995788272732e-10,annual_inc,23.951574662266694,24.0,0.04842533773330615,24.0
63,63,annual_inc:100K-120K,0.36211126183169684,1.9086377351062176e-15,annual_inc,30.836387625424347,31.0,0.1636123745756528,31.0
64,64,annual_inc:120K-140K,0.48340800034140907,1.571975235599087e-20,annual_inc,41.16568041644413,41.0,-0.16568041644413256,41.0
65,65,annual_inc:>140K,0.3882074260088915,2.748287243370557e-16,annual_inc,33.058664364441384,33.0,-0.05866436444138401,33.0
66,66,dti:<=1.4,0.05688469030865658,0.49810764225351245,dti,4.844141967407903,5.0,0.1558580325920973,5.0
67,67,dti:1.4-3.5,0.16830782038607534,0.017566224152307998,dti,14.332625733765616,14.0,-0.33262573376561555,14.0
68,68,dti:3.5-7.7,0.20117834587874256,0.0010628305549762532,dti,17.131788235412383,17.0,-0.13178823541238316,17.0
69,69,dti:7.7-10.5,0.13497246981627728,0.02715623839323077,dti,11.493880021743344,11.0,-0.4938800217433439,11.0
70,70,dti:10.5-16.1,0.05399219827375081,0.3614017295374662,dti,4.59782539293676,5.0,0.40217460706324015,5.0
71,71,dti:16.1-20.3,-0.04777922623355032,0.42005826316125294,dti,-4.068745979144344,-4.0,0.0687459791443441,-4.0
72,72,dti:20.3-21.7,-0.0656422458003426,0.288642595424607,dti,-5.589911028626189,-6.0,-0.41008897137381073,-6.0
73,73,dti:21.7-22.4,-0.0948235679965027,0.1498536170214355,dti,-8.074911241299567,-8.0,0.07491124129956717,-8.0
74,74,dti:22.4-35,-0.1386828588850267,0.01804699864424445,dti,-11.809846432139809,-12.0,-0.19015356786019133,-12.0
75,75,mths_since_last_delinq:Missing,0.07554538709233363,0.14593618416881896,mths_since_last_delinq,6.433234989456536,6.0,-0.43323498945653593,6.0
76,76,mths_since_last_delinq:4-30,0.10038491079248457,0.0559644454789114,mths_since_last_delinq,8.548499721556404,9.0,0.4515002784435964,9.0
77,77,mths_since_last_delinq:31-56,0.1444665875070997,0.006594302968429243,mths_since_last_delinq,12.30237267064547,12.0,-0.3023726706454699,14.0
78,78,mths_since_last_delinq:>=57,0.09481327999007273,0.08149796594870734,mths_since_last_delinq,8.074035143294324,8.0,-0.07403514329432426,8.0
79,79,mths_since_last_record:Missing,0.1344464769774969,0.09384092080199977,mths_since_last_record,11.449087934961003,11.0,-0.4490879349610033,11.0
80,80,mths_since_last_record:3-20,0.2331089159349071,0.05369596593755867,mths_since_last_record,19.850906747142883,20.0,0.14909325285711716,20.0
81,81,mths_since_last_record:21-31,0.15082020106098534,0.17405638647404242,mths_since_last_record,12.843428724463616,13.0,0.1565712755363844,13.0
82,82,mths_since_last_record:32-80,0.30959545313345915,0.00023797048704278766,mths_since_last_record,26.364287461264976,26.0,-0.3642874612649756,26.0
83,83,mths_since_last_record:81-86,-0.06496590906511966,0.5174757577165464,mths_since_last_record,-5.532316073895558,-6.0,-0.4676839261044421,-6.0
84,84,mths_since_last_record:>86,0.032534932950192635,0.6951857760082225,mths_since_last_record,2.7705843743838856,3.0,0.2294156256161144,3.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20K,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
