,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
41,41,mths_since_issue_d:65-84,-0.033967866796684565,0.23864242964255733,mths_since_issue_d,-2.863994338426129,-3.0,-0.13600566157387117,-3.0
42,42,int_rate:<9.548,0.9972180261385474,1.1726576325893923e-38,int_rate,84.08025143680914,84.0,-0.08025143680913516,84.0
43,43,int_rate:9.548-12.025,0.6300906699113613,3.0699506601439985e-45,int_rate,53.1259770336064,53.0,-0.12597703360639656,53.0
44,44,int_rate:12.025-15.74,0.3673346248631772,1.5071157007637166e-23,int_rate,30.97175021949598,31.0,0.028249780504019384,31.0
45,45,int_rate:15.74-20.281,0.15334820234620325,1.294191164464915e-07,int_rate,12.929525011273817,13.0,0.07047498872618263,13.0
46,46,mths_since_earliest_cr_line:141-164,-0.04547589735763584,0.7809027158836188,mths_since_earliest_cr_line,-3.8342917836638817,-4.0,-0.16570821633611832,-4.0
47,47,mths_since_earliest_cr_line:165-247,-0.12046689611395552,0.4121679586474778,mths_since_earliest_cr_line,-10.15714382369789,-10.0,0.15714382369788993,-10.0
48,48,mths_since_earliest_cr_line:248-270,-0.11364549627639907,0.4402335971231016,mths_since_earliest_cr_line,-9.581998771703942,-10.0,-0.4180012282960579,-10.0
49,49,mths_since_earliest_cr_line:271-352,-0.10558596020335166,0.4715806031837543,mths_since_earliest_cr_line,-8.902460494493027,-9.0,-0.09753950550697255,-9.0
50,50,mths_since_earliest_cr_line:>352,-0.03422180232620451,0.8156157986266074,mths_since_earliest_cr_line,-2.8854048651225344,-3.0,-0.11459513487746564,-3.0
51,51,inq_last_6mths:0,0.3049830752423838,0.009542473443688006,inq_last_6mths,25.714590970288203,26.0,0.28540902971179705,26.0
52,52,inq_last_6mths:1-2,0.16107018081437366,0.1706027414607446,inq_last_6mths,13.580602182138344,14.0,0.41939781786165575,14.0
53,53,inq_last_6mths:3-6,-0.04028047161979851,0.7327997753828249,inq_last_6mths,-3.396240433900233,-3.0,0.3962404339002328,-3.0
54,54,acc_now_delinq:>=1,0.15072219319521982,0.14990014874595145,acc_now_delinq,12.708113540659895,13.0,0.2918864593401054,13.0
55,55,annual_inc:20K-30K,-0.16706088193715488,8.62291882532597e-05,annual_inc,-14.085707027301101,-14.0,0.08570702730110114,-14.0
56,56,annual_inc:30K-40K,-0.09200275525841083,0.024378926549416893,annual_inc,-7.757195109037929,-8.0,-0.2428048909620708,-8.0
57,57,annual_inc:40K-50K,0.00327329157243157,0.9359779928055721,annual_inc,0.27598696696423086,0.0,-0.27598696696423086,0.0
58,58,annual_inc:50K-60K,0.07087718257487365,0.08549661339501483,annual_inc,5.9759963978028265,6.0,0.024003602197173457,6.0
59,59,annual_inc:60K-70K,0.14892800345507592,0.000407538775403294,annual_inc,12.556836768156304,13.0,0.44316323184369644,13.0
60,60,annual_inc:70K-80K,0.22361125076926686,1.9468759075261228e-07,annual_inc,18.853740802883564,19.0,0.14625919711643576,19.0
61,61,annual_inc:80K-90K,0.3008644016344321,1.6658186869107703e-11,annual_inc,25.367325775049327,25.0,-0.36732577504932706,25.0
62,62,annual_inc:90K-100K,0.31354828581485467,1.1533751610530371e-11,annual_inc,26.43676509837853,26.0,-0.4367650983785296,26.0
63,63,annual_inc:100K-120K,0.3966572815196153,4.9679509847522694e-18,annual_inc,33.44408453340259,33.0,-0.444084533402588,33.0
64,64,annual_inc:120K-140K,0.5333227543193011,2.316199596503374e-24,annual_inc,44.967008321917724,45.0,0.032991678082275655,45.0
65,65,annual_inc:>140K,0.4150539708521213,3.172316613606024e-18,annual_inc,34.99519795507981,35.0,0.004802044920189985,35.0
66,66,dti:<=1.4,0.07772399581807783,0.37209567877736227,dti,6.553284176342744,7.0,0.4467158236572564,7.0
67,67,dti:1.4-3.5,0.18519763818205576,0.012200195871634267,dti,15.614904239293253,16.0,0.3850957607067471,16.0
68,68,dti:3.5-7.7,0.21579780520767203,0.0008854176827700358,dti,18.194951601137387,18.0,-0.19495160113738663,18.0
69,69,dti:7.7-10.5,0.15253745907148997,0.017990831540438637,dti,12.861167343640638,13.0,0.13883265635936226,13.0
70,70,dti:10.5-16.1,0.07053787617572571,0.2598429969891294,dti,5.947387842194433,6.0,0.05261215780556672,6.0
71,71,dti:16.1-20.3,-0.029488963692180493,0.63801455058575,dti,-2.4863564605329285,-2.0,0.48635646053292847,-2.0
72,72,dti:20.3-21.7,-0.04616389320291806,0.4786168147938695,dti,-3.8923000247330943,-4.0,-0.10769997526690567,-4.0
73,73,dti:21.7-22.4,-0.07244398089137491,0.2937353470621563,dti,-6.108100704934447,-6.0,0.10810070493444712,-6.0
74,74,dti:22.4-35,-0.11727535955589424,0.05883873373059122,dti,-9.888050015485604,-10.0,-0.1119499845143963,-10.0
75,75,mths_since_last_delinq:Missing,0.10319903543071474,0.04768308873699789,mths_since_last_delinq,8.70120737854085,9.0,0.29879262145914964,9.0
76,76,mths_since_last_delinq:4-30,0.13232456292389183,0.011917685537586417,mths_since_last_delinq,11.156920783901812,11.0,-0.1569207839018123,11.0
77,77,mths_since_last_delinq:31-56,0.1802006009108013,0.0007236431579035399,mths_since_last_delinq,15.193579975999393,15.0,-0.19357997599939303,14.0
78,78,mths_since_last_delinq:>=57,0.12969263947977827,0.017435755375651476,mths_since_last_delinq,10.935010650768342,11.0,0.06498934923165756,11.0
79,79,mths_since_last_record:Missing,0.15844962652060046,0.0573777025304516,mths_since_last_record,13.359650636790278,13.0,-0.35965063679027764,13.0
80,80,mths_since_last_record:3-20,0.24165887603589167,0.048717738113495036,mths_since_last_record,20.37542295310605,20.0,-0.37542295310604956,20.0
81,81,mths_since_last_record:21-31,0.15435292999452158,0.16991708075784306,mths_since_last_record,13.014238435100737,13.0,-0.014238435100736524,13.0
82,82,mths_since_last_record:32-80,0.35303056128825894,5.0934332591077635e-05,mths_since_last_record,29.765705773424028,30.0,0.23429422657597243,30.0
83,83,mths_since_last_record:81-86,-0.032239381050299706,0.7542353046491475,mths_since_last_record,-2.7182573858724974,-3.0,-0.28174261412750257,-3.0
84,84,mths_since_last_record:>86,0.07011172483446593,0.4150904618797322,mths_since_last_record,5.911456971528165,6.0,0.08854302847183515,6.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20K,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
